position,name,height,foot,current league,current club,24/25 minutes,24/25 goals,24/25 games,24/25 assists,23/24 minutes,23/24 goals,23/24 games,23/24 assists,22/23 minutes,22/23 goals,22/23 games,22/23 assists,21/22 minutes,21/22 goals,21/22 games,21/22 assists,20/21 minutes,20/21 goals,20/21 games,20/21 assists,19/20 minutes,19/20 goals,19/20 games,19/20 assists,18/19 minutes,18/19 goals,18/19 games,18/19 assists,17/18 minutes,17/18 goals,17/18 games,17/18 assists,16/17 minutes,16/17 goals,16/17 games,16/17 assists
Attacking Midfield,Denis Genreau,175.0,right,Ligue 1,FC Toulouse,30.0,0.0,3.0,0.0,660.0,2.0,15.0,0.0,879.0,1.0,23.0,1.0,2062.0,2.0,37.0,3.0,1893.0,2.0,23.0,2.0,317.0,0.0,6.0,2.0,1409.0,1.0,22.0,3.0,10.0,0.0,1.0,0.0,216.0,0.0,4.0,0.0
Back,Raúl Albiol,190.0,right,LaLiga,Villarreal CF,829.0,0.0,11.0,0.0,2220.0,0.0,30.0,1.0,2209.0,0.0,27.0,0.0,3731.0,1.0,43.0,0.0,4259.0,2.0,47.0,0.0,3448.0,1.0,38.0,0.0,2207.0,1.0,26.0,0.0,3462.0,3.0,39.0,2.0,3028.0,0.0,35.0,1.0
Right Winger,Kaio César,168.0,left,Liga Portugal,Vitória Guimarães SC,1681.0,3.0,23.0,4.0,584.0,0.0,15.0,0.0,1573.0,3.0,36.0,0.0,318.0,2.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,
Defensive Midfield,Youssef Aït Bennasser,184.0,right,Süper Lig,Samsunspor,926.0,1.0,11.0,0.0,1907.0,1.0,28.0,0.0,2354.0,1.0,30.0,4.0,2201.0,2.0,28.0,2.0,,,,,779.0,0.0,16.0,1.0,2469.0,0.0,31.0,2.0,2264.0,0.0,31.0,0.0,1990.0,3.0,27.0,1.0
Back,Cédric Zesiger,194.0,left,Bundesliga,VfL Wolfsburg,611.0,0.0,8.0,0.0,1935.0,0.0,26.0,0.0,3566.0,2.0,41.0,1.0,2289.0,2.0,29.0,1.0,2696.0,0.0,35.0,2.0,2701.0,2.0,35.0,2.0,1823.0,1.0,25.0,1.0,1862.0,1.0,21.0,1.0,1748.0,0.0,20.0,0.0
Defensive Midfield,Doğucan Haspolat,177.0,right,Jupiler Pro League,KVC Westerlo,1350.0,1.0,15.0,3.0,1305.0,0.0,30.0,2.0,1216.0,1.0,26.0,1.0,2312.0,1.0,34.0,1.0,456.0,0.0,14.0,0.0,2174.0,1.0,30.0,7.0,1921.0,3.0,32.0,0.0,1441.0,1.0,20.0,0.0,793.0,0.0,10.0,0.0
Back,Kenneth Omeruo,185.0,right,Süper Lig,Kasimpasa,160.0,0.0,5.0,0.0,2212.0,1.0,26.0,2.0,1562.0,1.0,22.0,1.0,1670.0,2.0,19.0,1.0,2273.0,1.0,28.0,0.0,1878.0,1.0,23.0,0.0,2704.0,0.0,31.0,0.0,2407.0,1.0,28.0,0.0,2237.0,1.0,26.0,0.0
Back,Warren Kamanzi,177.0,right,Ligue 1,FC Toulouse,671.0,0.0,11.0,0.0,1491.0,0.0,33.0,3.0,860.0,0.0,15.0,1.0,1834.0,5.0,32.0,5.0,1641.0,2.0,23.0,3.0,1108.0,1.0,13.0,0.0,,,,,,,,,,,,
Back,Joachim Andersen,192.0,right,Premier League,Fulham FC,874.0,0.0,10.0,1.0,3597.0,2.0,40.0,3.0,2873.0,1.0,33.0,0.0,3365.0,0.0,39.0,3.0,2921.0,1.0,34.0,1.0,2427.0,2.0,32.0,0.0,3090.0,0.0,34.0,0.0,734.0,0.0,10.0,0.0,1994.0,2.0,24.0,1.0
Central Midfield,Gökdeniz Gürpüz,176.0,right,Süper Lig,Galatasaray,373.0,0.0,5.0,0.0,1603.0,3.0,23.0,1.0,1344.0,5.0,17.0,5.0,813.0,0.0,14.0,0.0,,,,,,,,,,,,,,,,,,,,
Back,Mees Hilgers,185.0,right,Eredivisie,Twente Enschede FC,1493.0,2.0,18.0,1.0,2668.0,0.0,33.0,0.0,2364.0,1.0,35.0,0.0,1927.0,1.0,26.0,1.0,447.0,2.0,8.0,0.0,2145.0,2.0,24.0,0.0,2020.0,0.0,24.0,0.0,1151.0,0.0,16.0,0.0,,,,
Back,Clinton Mata,180.0,right,Ligue 1,Olympique Lyon,1040.0,0.0,13.0,2.0,2487.0,0.0,33.0,3.0,2202.0,1.0,30.0,3.0,4353.0,2.0,50.0,5.0,4139.0,1.0,49.0,3.0,3467.0,0.0,40.0,3.0,1955.0,2.0,28.0,2.0,2379.0,0.0,30.0,3.0,3346.0,1.0,38.0,2.0
Central Midfield,Soualiho Meïté,187.0,right,Liga Portugal,SL Benfica,,,,,2967.0,1.0,42.0,2.0,2760.0,0.0,35.0,2.0,1354.0,0.0,27.0,0.0,2067.0,1.0,37.0,2.0,2740.0,0.0,40.0,3.0,2874.0,2.0,38.0,3.0,1598.0,1.0,22.0,2.0,4011.0,2.0,46.0,2.0
Back,Jordan Bos,180.0,left,Jupiler Pro League,KVC Westerlo,327.0,1.0,8.0,1.0,2170.0,3.0,27.0,1.0,2472.0,2.0,28.0,5.0,1157.0,1.0,21.0,1.0,86.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,
Defensive Midfield,Robert Mejía,173.0,left,Premier Liga,FC Khimki,628.0,0.0,8.0,0.0,2023.0,2.0,25.0,0.0,4620.0,2.0,60.0,1.0,1602.0,1.0,26.0,0.0,2572.0,1.0,33.0,1.0,1212.0,1.0,18.0,0.0,,,,,214.0,0.0,5.0,0.0,,,,
Defensive Midfield,Iker Muñoz,180.0,right,LaLiga,CA Osasuna,96.0,0.0,5.0,0.0,1926.0,4.0,29.0,0.0,2804.0,1.0,37.0,1.0,1673.0,2.0,30.0,0.0,35.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,
Back,Christopher Mamengi,182.0,left,Eredivisie,Almere City FC,168.0,0.0,5.0,0.0,392.0,0.0,16.0,0.0,1766.0,2.0,28.0,2.0,44.0,0.0,1.0,0.0,1295.0,0.0,16.0,0.0,1815.0,2.0,22.0,0.0,1543.0,0.0,21.0,0.0,482.0,2.0,6.0,0.0,620.0,1.0,7.0,0.0
Back,Núrio Fortuna,177.0,left,Jupiler Pro League,KAA Gent,290.0,0.0,6.0,0.0,1183.0,0.0,23.0,0.0,1694.0,1.0,29.0,1.0,2918.0,2.0,46.0,5.0,2898.0,2.0,36.0,0.0,2788.0,1.0,31.0,3.0,2708.0,1.0,32.0,4.0,1790.0,0.0,27.0,4.0,2923.0,0.0,33.0,4.0
Back,Alfonso Espino,172.0,left,LaLiga,Rayo Vallecano,305.0,0.0,4.0,0.0,2644.0,0.0,33.0,1.0,3123.0,0.0,36.0,4.0,3458.0,2.0,41.0,2.0,2605.0,0.0,32.0,4.0,3101.0,1.0,36.0,2.0,430.0,0.0,5.0,1.0,4095.0,3.0,46.0,5.0,4426.0,1.0,52.0,5.0
Back,Jan Dapo,185.0,left,Premier Liga,Dinamo Makhachkala,754.0,1.0,15.0,0.0,2035.0,3.0,33.0,3.0,1013.0,2.0,21.0,2.0,1779.0,1.0,25.0,0.0,28.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,
Back,Vasilios Zagaritis,178.0,left,Eredivisie,Almere City FC,1251.0,0.0,14.0,0.0,708.0,0.0,12.0,0.0,514.0,0.0,14.0,0.0,59.0,0.0,5.0,0.0,1110.0,0.0,15.0,1.0,2119.0,3.0,27.0,0.0,1988.0,4.0,25.0,0.0,,,,,,,,
Back,Felix Uduokhai,193.0,left,Süper Lig,Besiktas JK,1305.0,0.0,15.0,0.0,2922.0,2.0,33.0,0.0,1539.0,0.0,20.0,1.0,919.0,0.0,15.0,0.0,2790.0,1.0,31.0,0.0,1992.0,0.0,27.0,0.0,239.0,0.0,12.0,0.0,2001.0,3.0,24.0,0.0,2169.0,1.0,25.0,0.0
Defensive Midfield,Isaac Hayden,187.0,right,Premier League,Newcastle United,,,,,1692.0,0.0,28.0,0.0,816.0,0.0,14.0,0.0,1001.0,1.0,14.0,0.0,2216.0,1.0,27.0,0.0,2610.0,1.0,35.0,2.0,2074.0,1.0,28.0,4.0,1565.0,1.0,29.0,0.0,2663.0,2.0,38.0,4.0
Back,Marco Weymans,175.0,left,Jupiler Pro League,Beerschot VA,514.0,0.0,9.0,1.0,1160.0,2.0,24.0,1.0,1109.0,1.0,23.0,4.0,0.0,0.0,0.0,0.0,880.0,1.0,16.0,1.0,860.0,0.0,16.0,1.0,1724.0,1.0,30.0,0.0,1900.0,2.0,26.0,1.0,,,,
Defensive Midfield,Jean Onana,189.0,right,Süper Lig,Besiktas JK,163.0,0.0,6.0,0.0,841.0,1.0,24.0,1.0,1027.0,0.0,26.0,0.0,1845.0,3.0,23.0,2.0,2375.0,2.0,29.0,1.0,2091.0,1.0,24.0,1.0,45.0,0.0,1.0,0.0,,,,,,,,
Back,Hamza Güreler,192.0,right,Süper Lig,Basaksehir FK,915.0,1.0,14.0,0.0,1737.0,3.0,23.0,1.0,2334.0,2.0,27.0,0.0,185.0,1.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,
Central Midfield,Gavi,173.0,right,LaLiga,FC Barcelona,145.0,0.0,8.0,0.0,1172.0,2.0,15.0,1.0,3527.0,3.0,49.0,7.0,3135.0,2.0,48.0,6.0,84.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,
Back,Moritz Jenz,190.0,right,Bundesliga,1.FSV Mainz 05,585.0,0.0,7.0,0.0,1865.0,0.0,23.0,1.0,2511.0,2.0,30.0,0.0,1654.0,1.0,20.0,0.0,2466.0,1.0,31.0,1.0,433.0,0.0,6.0,0.0,1780.0,2.0,22.0,0.0,1400.0,0.0,18.0,1.0,2322.0,1.0,27.0,0.0
Defensive Midfield,Taşkın İlter,185.0,right,Süper Lig,Eyüpspor,209.0,0.0,5.0,0.0,1621.0,2.0,23.0,2.0,1268.0,1.0,22.0,0.0,1311.0,3.0,23.0,1.0,2690.0,0.0,36.0,3.0,1847.0,0.0,23.0,1.0,1793.0,1.0,22.0,1.0,2252.0,0.0,27.0,1.0,331.0,0.0,4.0,0.0
Central Midfield,Erik Ahlstrand,184.0,,Bundesliga,FC St. Pauli,815.0,0.0,12.0,3.0,146.0,0.0,3.0,0.0,2880.0,4.0,32.0,5.0,2786.0,1.0,31.0,2.0,678.0,0.0,21.0,1.0,769.0,0.0,25.0,1.0,1758.0,2.0,24.0,2.0,453.0,0.0,6.0,2.0,45.0,0.0,1.0,0.0
Defensive Midfield,Pedro Ferreira,183.0,right,Liga Portugal,CD Santa Clara,842.0,0.0,13.0,1.0,2094.0,2.0,31.0,2.0,2111.0,2.0,34.0,0.0,1429.0,2.0,21.0,0.0,2348.0,0.0,30.0,2.0,1909.0,0.0,23.0,1.0,1447.0,0.0,28.0,3.0,402.0,1.0,5.0,0.0,413.0,0.0,5.0,1.0
Back,Dominik Javorcek,183.0,left,Bundesliga,Holstein Kiel,171.0,1.0,4.0,0.0,2211.0,2.0,39.0,2.0,475.0,2.0,14.0,1.0,501.0,0.0,7.0,1.0,2568.0,1.0,34.0,2.0,112.0,1.0,3.0,0.0,,,,,,,,,,,,
Central Midfield,Daouda Weidmann,180.0,right,Eredivisie,RKC Waalwijk,849.0,0.0,13.0,1.0,65.0,0.0,4.0,0.0,2424.0,4.0,33.0,7.0,1378.0,3.0,28.0,4.0,33.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,
Back,Rodrigo Becão,191.0,right,Süper Lig,Fenerbahce,718.0,0.0,13.0,1.0,1640.0,1.0,22.0,0.0,2487.0,2.0,28.0,1.0,3252.0,2.0,36.0,1.0,2800.0,1.0,36.0,0.0,2236.0,1.0,30.0,1.0,3182.0,0.0,36.0,0.0,135.0,0.0,2.0,0.0,482.0,0.0,8.0,0.0
Back,Rafa Soares,177.0,left,Liga Portugal,FC Famalicão,659.0,0.0,10.0,0.0,1551.0,2.0,21.0,1.0,2759.0,0.0,33.0,5.0,2852.0,2.0,34.0,8.0,1313.0,0.0,22.0,1.0,1655.0,0.0,23.0,2.0,2641.0,0.0,31.0,5.0,1388.0,0.0,19.0,2.0,3450.0,3.0,38.0,5.0
Right Winger,Malamine Efekele,180.0,right,Jupiler Pro League,Cercle Brugge,400.0,1.0,9.0,0.0,304.0,1.0,10.0,0.0,424.0,2.0,5.0,0.0,303.0,3.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,
Back,Marcelo,185.0,right,Liga Portugal,Moreirense FC,1170.0,0.0,13.0,0.0,2354.0,2.0,27.0,1.0,2019.0,0.0,25.0,1.0,2430.0,1.0,27.0,0.0,2471.0,1.0,30.0,0.0,1241.0,0.0,15.0,1.0,1507.0,0.0,20.0,0.0,3312.0,2.0,37.0,1.0,3326.0,1.0,37.0,0.0
Back,Leonardo Buta,182.0,left,Liga Portugal,Moreirense FC,90.0,0.0,1.0,0.0,2384.0,0.0,33.0,4.0,1504.0,2.0,20.0,3.0,133.0,0.0,5.0,0.0,2510.0,5.0,31.0,1.0,,,,,,,,,,,,,,,,
Back,Djed Spence,184.0,right,Premier League,Tottenham Hotspur,109.0,1.0,5.0,0.0,1243.0,0.0,23.0,0.0,827.0,0.0,16.0,0.0,4372.0,3.0,50.0,5.0,2354.0,1.0,41.0,0.0,1941.0,1.0,29.0,0.0,1836.0,0.0,23.0,1.0,1578.0,1.0,18.0,1.0,438.0,0.0,8.0,2.0
Back,Honest Ahanor,184.0,left,Serie A,Genoa CFC,265.0,1.0,4.0,0.0,1757.0,6.0,22.0,1.0,64.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Defensive Midfield,Kevin Felida,174.0,right,Eredivisie,RKC Waalwijk,0.0,0.0,0.0,0.0,879.0,1.0,18.0,0.0,113.0,0.0,7.0,0.0,2658.0,1.0,34.0,0.0,2946.0,2.0,33.0,5.0,2535.0,2.0,29.0,2.0,1775.0,0.0,27.0,2.0,621.0,1.0,14.0,0.0,285.0,0.0,4.0,0.0
Central Midfield,Aster Vranckx,183.0,right,Bundesliga,VfL Wolfsburg,126.0,0.0,4.0,0.0,1339.0,0.0,26.0,0.0,325.0,0.0,11.0,1.0,1472.0,2.0,28.0,0.0,2172.0,4.0,37.0,2.0,631.0,1.0,10.0,2.0,,,,,,,,,,,,
Back,Abner,181.0,left,Ligue 1,Olympique Lyon,739.0,2.0,10.0,0.0,1886.0,0.0,29.0,2.0,742.0,0.0,16.0,0.0,4257.0,1.0,54.0,6.0,3426.0,0.0,41.0,6.0,3651.0,3.0,47.0,3.0,1540.0,1.0,20.0,3.0,,,,,,,,
Defensive Midfield,Adrien Tamèze,182.0,right,Serie A,Torino FC,407.0,0.0,11.0,0.0,2230.0,0.0,31.0,2.0,3200.0,0.0,39.0,0.0,2646.0,4.0,40.0,2.0,2369.0,1.0,35.0,0.0,790.0,1.0,18.0,0.0,3251.0,0.0,40.0,5.0,2346.0,1.0,39.0,1.0,2849.0,0.0,37.0,1.0
Central Midfield,Yasin Ayari,172.0,right,Premier League,Brighton & Hove Albion,676.0,0.0,12.0,0.0,1024.0,1.0,27.0,2.0,417.0,1.0,9.0,0.0,1686.0,4.0,28.0,2.0,318.0,0.0,13.0,0.0,240.0,1.0,3.0,0.0,,,,,,,,,,,,
Back,Adrien Truffert,176.0,left,Ligue 1,Stade Rennais FC,840.0,0.0,11.0,0.0,3122.0,2.0,43.0,7.0,2518.0,0.0,38.0,7.0,2338.0,3.0,41.0,3.0,2363.0,1.0,36.0,4.0,1239.0,0.0,16.0,0.0,116.0,1.0,3.0,0.0,,,,,,,,
Back,Victor Nelsson,185.0,right,Süper Lig,Galatasaray,579.0,0.0,12.0,0.0,3448.0,2.0,46.0,0.0,3134.0,1.0,35.0,1.0,4270.0,1.0,49.0,1.0,2618.0,1.0,30.0,0.0,4929.0,0.0,54.0,1.0,3585.0,1.0,40.0,1.0,3132.0,1.0,35.0,0.0,1452.0,0.0,27.0,0.0
Back,Samuele Birindelli,176.0,right,Serie A,AC Monza,245.0,0.0,4.0,0.0,2016.0,0.0,35.0,2.0,1571.0,0.0,33.0,3.0,3103.0,1.0,41.0,4.0,2371.0,2.0,37.0,1.0,1891.0,2.0,29.0,3.0,2969.0,2.0,44.0,4.0,2229.0,0.0,33.0,4.0,1208.0,0.0,16.0,0.0
Central Midfield,Samuel Moutoussamy,176.0,left,Süper Lig,Sivasspor,795.0,0.0,11.0,2.0,1100.0,1.0,26.0,1.0,3356.0,0.0,50.0,2.0,1788.0,1.0,34.0,1.0,485.0,0.0,16.0,0.0,772.0,0.0,20.0,0.0,1690.0,2.0,31.0,3.0,432.0,0.0,7.0,0.0,2632.0,3.0,30.0,0.0
Back,Allan Nyom,189.0,right,LaLiga,Getafe CF,289.0,1.0,5.0,1.0,2140.0,1.0,33.0,1.0,2872.0,1.0,37.0,1.0,1686.0,1.0,23.0,1.0,2423.0,0.0,32.0,2.0,3245.0,2.0,44.0,1.0,1986.0,1.0,27.0,2.0,2758.0,0.0,34.0,1.0,2802.0,0.0,34.0,2.0
Back,Emerson,176.0,left,Premier League,West Ham United,948.0,0.0,13.0,1.0,3916.0,1.0,47.0,2.0,2387.0,2.0,34.0,2.0,2857.0,1.0,37.0,2.0,791.0,1.0,15.0,0.0,1523.0,0.0,21.0,1.0,2250.0,1.0,27.0,2.0,625.0,0.0,10.0,2.0,2595.0,1.0,36.0,1.0
Back,Aaron Cresswell,170.0,left,Premier League,West Ham United,116.0,0.0,5.0,0.0,928.0,1.0,18.0,0.0,2848.0,0.0,38.0,3.0,3576.0,2.0,42.0,7.0,3399.0,0.0,39.0,8.0,2910.0,3.0,33.0,0.0,1770.0,0.0,22.0,2.0,3317.0,1.0,39.0,7.0,2345.0,0.0,29.0,2.0
Back,Takehiro Tomiyasu,188.0,right,Premier League,Arsenal FC,6.0,0.0,1.0,0.0,1654.0,2.0,30.0,3.0,1270.0,0.0,32.0,2.0,1783.0,0.0,23.0,1.0,2929.0,2.0,33.0,0.0,2622.0,1.0,30.0,3.0,3600.0,1.0,40.0,0.0,1.0,0.0,1.0,0.0,3510.0,1.0,39.0,0.0
Back,Aitor Paredes,185.0,right,LaLiga,Athletic Bilbao,1116.0,2.0,13.0,0.0,3306.0,1.0,40.0,0.0,875.0,0.0,17.0,0.0,2676.0,3.0,30.0,1.0,1626.0,1.0,18.0,0.0,593.0,0.0,8.0,0.0,,,,,,,,,,,,
Central Midfield,Miguel Reisinho,184.0,left,Liga Portugal,Boavista FC,792.0,3.0,10.0,0.0,2288.0,4.0,33.0,4.0,24.0,0.0,5.0,0.0,70.0,0.0,4.0,0.0,230.0,0.0,7.0,0.0,211.0,0.0,6.0,0.0,906.0,0.0,19.0,0.0,124.0,0.0,4.0,0.0,,,,
Central Midfield,José Gragera,186.0,right,LaLiga,RCD Espanyol Barcelona,569.0,0.0,10.0,0.0,2214.0,1.0,36.0,0.0,1848.0,3.0,29.0,0.0,2552.0,1.0,39.0,1.0,2473.0,1.0,33.0,2.0,2190.0,0.0,27.0,0.0,2723.0,1.0,33.0,0.0,2.0,0.0,1.0,0.0,,,,
Back,Rubén Peña,170.0,right,LaLiga,CA Osasuna,344.0,0.0,12.0,0.0,2411.0,0.0,34.0,3.0,1493.0,0.0,24.0,1.0,282.0,0.0,11.0,0.0,1796.0,1.0,30.0,1.0,2220.0,2.0,30.0,3.0,2734.0,1.0,32.0,2.0,1908.0,1.0,30.0,1.0,1517.0,2.0,34.0,2.0
Back,Mickaël Tirpan,177.0,right,Eredivisie,Willem II Tilburg,1209.0,0.0,14.0,0.0,1541.0,0.0,18.0,0.0,2441.0,1.0,31.0,1.0,2042.0,0.0,28.0,1.0,2293.0,3.0,30.0,0.0,2553.0,1.0,30.0,1.0,2213.0,1.0,26.0,2.0,2654.0,1.0,32.0,1.0,2271.0,0.0,27.0,4.0
Back,Alexsandro,191.0,left,Ligue 1,LOSC Lille,1740.0,0.0,19.0,1.0,3080.0,1.0,42.0,0.0,1790.0,3.0,23.0,0.0,2994.0,3.0,34.0,0.0,180.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,293.0,0.0,4.0,0.0,,,,,,,,
Left Midfield,Kevin Paredes,175.0,left,Bundesliga,VfL Wolfsburg,,,,,1454.0,3.0,29.0,0.0,526.0,1.0,24.0,3.0,13.0,0.0,2.0,0.0,1552.0,3.0,24.0,3.0,1035.0,0.0,18.0,1.0,137.0,0.0,3.0,1.0,,,,,,,,
Back,Kazu,175.0,left,Liga Portugal,Gil Vicente FC,264.0,0.0,4.0,0.0,1660.0,0.0,24.0,0.0,1689.0,1.0,24.0,0.0,458.0,0.0,9.0,0.0,1615.0,6.0,27.0,2.0,180.0,0.0,2.0,0.0,,,,,,,,,,,,
Right Winger,Khaled Razak,,left,Eredivisie,Willem II Tilburg,0.0,0.0,0.0,0.0,531.0,2.0,14.0,0.0,1637.0,4.0,22.0,5.0,481.0,1.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,
Back,Kortney Hause,191.0,left,Premier League,Aston Villa,,,,,,,,,190.0,0.0,3.0,0.0,577.0,1.0,9.0,0.0,1022.0,1.0,12.0,1.0,2097.0,1.0,25.0,0.0,1074.0,1.0,14.0,0.0,487.0,1.0,6.0,0.0,2615.0,2.0,30.0,1.0
Right Midfield,Tom Louchet,178.0,both,Ligue 1,OGC Nice,631.0,1.0,12.0,0.0,669.0,2.0,16.0,2.0,1360.0,1.0,16.0,0.0,1843.0,3.0,23.0,0.0,157.0,0.0,2.0,0.0,371.0,0.0,6.0,0.0,,,,,,,,,,,,
Back,Eduard Sobol,186.0,left,Ligue 1,RC Strasbourg Alsace,91.0,0.0,2.0,0.0,515.0,0.0,17.0,0.0,1460.0,1.0,29.0,1.0,2401.0,1.0,36.0,4.0,2633.0,2.0,37.0,6.0,3032.0,0.0,37.0,4.0,2050.0,1.0,29.0,3.0,2440.0,1.0,31.0,2.0,1938.0,1.0,27.0,1.0
Central Midfield,Manu Morlanes,178.0,right,LaLiga,RCD Mallorca,782.0,0.0,13.0,0.0,1919.0,0.0,41.0,3.0,1599.0,1.0,26.0,0.0,1330.0,2.0,31.0,0.0,2991.0,1.0,39.0,3.0,573.0,0.0,13.0,1.0,1857.0,2.0,26.0,4.0,2232.0,1.0,34.0,0.0,55.0,0.0,3.0,0.0
Defensive Midfield,Seba Pérez,175.0,right,Liga Portugal,Boavista FC,737.0,0.0,11.0,0.0,2484.0,1.0,31.0,2.0,2900.0,3.0,34.0,1.0,2740.0,0.0,36.0,1.0,680.0,2.0,17.0,1.0,,,,,2548.0,1.0,36.0,3.0,328.0,0.0,7.0,0.0,421.0,0.0,12.0,0.0
Back,Bruno Martins Indi,185.0,left,Eredivisie,AZ Alkmaar,192.0,0.0,3.0,0.0,1206.0,1.0,21.0,4.0,922.0,0.0,11.0,0.0,4314.0,2.0,48.0,1.0,3146.0,2.0,38.0,1.0,2977.0,0.0,35.0,2.0,3433.0,1.0,41.0,0.0,1516.0,0.0,20.0,0.0,3327.0,1.0,37.0,0.0
Back,Diego Coppola,193.0,right,Serie A,Hellas Verona,946.0,0.0,12.0,0.0,1816.0,2.0,26.0,0.0,1172.0,0.0,19.0,0.0,1599.0,0.0,19.0,0.0,2475.0,3.0,27.0,1.0,1679.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
Back,Maxence Lacroix,190.0,right,Premier League,Crystal Palace,1035.0,0.0,12.0,1.0,2665.0,4.0,31.0,1.0,1781.0,1.0,26.0,0.0,3110.0,0.0,36.0,0.0,3103.0,2.0,36.0,1.0,1731.0,0.0,20.0,0.0,1800.0,0.0,20.0,0.0,,,,,,,,
Back,Luca Ranieri,187.0,left,Serie A,ACF Fiorentina,1230.0,0.0,15.0,2.0,3469.0,5.0,43.0,2.0,1240.0,0.0,19.0,0.0,2115.0,1.0,27.0,0.0,2426.0,0.0,29.0,1.0,1270.0,0.0,15.0,0.0,2342.0,0.0,29.0,1.0,3711.0,1.0,41.0,4.0,2242.0,0.0,31.0,1.0
Defensive Midfield,Baptiste Roux,190.0,left,Liga Portugal,Avs Futebol,893.0,0.0,10.0,0.0,1258.0,0.0,27.0,1.0,2492.0,0.0,29.0,0.0,2410.0,3.0,31.0,0.0,1350.0,2.0,21.0,0.0,1384.0,2.0,17.0,1.0,91.0,0.0,2.0,0.0,,,,,,,,
Back,Anass Salah-Eddine,181.0,left,Eredivisie,Twente Enschede FC,1596.0,2.0,20.0,3.0,1036.0,1.0,25.0,4.0,822.0,0.0,17.0,1.0,1430.0,1.0,22.0,1.0,27.0,0.0,3.0,0.0,1375.0,0.0,19.0,0.0,2806.0,3.0,36.0,2.0,663.0,0.0,11.0,1.0,,,,
Defensive Midfield,Nicolò Rovella,179.0,right,Serie A,SS Lazio,1103.0,0.0,16.0,1.0,1621.0,0.0,30.0,2.0,1896.0,1.0,30.0,2.0,1502.0,0.0,22.0,4.0,1352.0,0.0,22.0,2.0,1463.0,0.0,20.0,5.0,2673.0,3.0,31.0,3.0,2036.0,3.0,24.0,0.0,,,,
Back,Eric Dier,191.0,right,Bundesliga,Bayern Munich,141.0,0.0,6.0,0.0,1808.0,0.0,24.0,0.0,3614.0,2.0,42.0,1.0,3498.0,0.0,40.0,0.0,3469.0,0.0,39.0,0.0,2130.0,0.0,30.0,2.0,1928.0,3.0,28.0,0.0,3902.0,0.0,47.0,3.0,4091.0,2.0,48.0,2.0
Back,Andrea Cambiaso,182.0,both,Serie A,Juventus FC,1477.0,1.0,18.0,2.0,2723.0,3.0,39.0,6.0,2269.0,0.0,34.0,3.0,1925.0,1.0,28.0,4.0,352.0,0.0,11.0,1.0,1344.0,0.0,19.0,5.0,2907.0,2.0,36.0,6.0,1500.0,0.0,24.0,0.0,1414.0,0.0,22.0,0.0
Back,Mark McKenzie,184.0,right,Ligue 1,FC Toulouse,876.0,0.0,11.0,0.0,4045.0,1.0,44.0,3.0,3536.0,4.0,39.0,0.0,2131.0,0.0,28.0,1.0,901.0,0.0,16.0,0.0,2340.0,2.0,26.0,1.0,1407.0,0.0,16.0,0.0,2169.0,0.0,25.0,0.0,540.0,0.0,6.0,0.0
Central Midfield,Léo Cordeiro,174.0,right,Liga Portugal,CF Estrela Amadora,1039.0,0.0,13.0,0.0,2760.0,3.0,34.0,0.0,2984.0,3.0,39.0,3.0,1912.0,0.0,26.0,5.0,2080.0,1.0,33.0,1.0,221.0,0.0,7.0,1.0,613.0,0.0,6.0,1.0,180.0,0.0,2.0,0.0,261.0,0.0,3.0,0.0
Back,Denzel Hall,180.0,right,Eredivisie,SC Heerenveen,267.0,0.0,12.0,0.0,587.0,0.0,13.0,0.0,3068.0,1.0,35.0,0.0,919.0,1.0,13.0,0.0,45.0,0.0,1.0,0.0,1395.0,3.0,16.0,2.0,2534.0,1.0,29.0,1.0,1586.0,1.0,18.0,0.0,,,,
Defensive Midfield,Bahadır Gölgeli,185.0,left,Süper Lig,Gaziantep FK,,,,,0.0,0.0,0.0,0.0,1618.0,2.0,18.0,0.0,2556.0,2.0,29.0,0.0,1526.0,3.0,18.0,0.0,,,,,,,,,,,,,,,,
Back,Ricardo Rodríguez,182.0,left,LaLiga,Real Betis Balompié,785.0,0.0,12.0,1.0,2993.0,1.0,37.0,2.0,2936.0,0.0,38.0,0.0,2597.0,0.0,36.0,1.0,1367.0,0.0,18.0,0.0,835.0,0.0,11.0,0.0,3530.0,0.0,41.0,3.0,4149.0,4.0,47.0,2.0,2289.0,2.0,27.0,3.0
Central Midfield,Isaiah Ahmed,,right,Eredivisie,SC Heerenveen U21,8.0,0.0,1.0,0.0,2151.0,3.0,29.0,1.0,2624.0,1.0,30.0,0.0,1917.0,3.0,25.0,1.0,,,,,,,,,,,,,,,,,,,,
